"Code département","Département","Code circonscription","Circonscription","Numéro de panneau","Libellé abrégé de liste","Libellé de la liste","Code nuance de liste","Nuance de liste","Tête de liste","Ordre","Sexe","Nom sur le bulletin de vote","Prénom sur le bulletin de vote","Nationalité","Code personnalité","CC"
"01","Ain","01001","L'Abergement-Clémenciat",1.0,"ENSEMBLE POUR L'ABERGEMENT CLEMENCIAT","ENSEMBLE POUR L'ABERGEMENT CLEMENCIAT","","","OUI",1.0,"F","EVALET TAPONAT","Line","Française","",""
"01","Ain","01002","L'Abergement-de-Varey",1.0,"ENSEMBLE POUR L'ABERGEMENT-DE-VAREY","ENSEMBLE POUR L'ABERGEMENT-DE-VAREY","","","OUI",1.0,"M","COUROUBLE","François","Française","",""
"01","Ain","01002","L'Abergement-de-Varey",2.0,"NOTRE COMMUNE, NOTRE ENGAGEMENT","NOTRE COMMUNE, NOTRE ENGAGEMENT","","","OUI",1.0,"M","ROBERT","Laurent","Française","",""
"01","Ain","01004","Ambérieu-en-Bugey",1.0,"AMBERIEU C'EST VOUS","AMBERIEU C'EST VOUS","LDVG","Liste divers gauche","OUI",1.0,"M","CHRISTIN","Rémi","Française","","OUI"
"01","Ain","01004","Ambérieu-en-Bugey",2.0,"LUTTE OUVRIERE - LE CAMP DES TRAVAILLEURS","LUTTE OUVRIERE - LE CAMP DES TRAVAILLEURS","LEXG","Liste d'extrême-gauche","OUI",1.0,"M","EL YOUSFI","Samir","Française","","OUI"
"01","Ain","01004","Ambérieu-en-Bugey",3.0,"TOUS AMBARROIS","TOUS AMBARROIS","LDVC","Liste divers centre","OUI",1.0,"M","FABRE","Daniel","Française","","OUI"
"01","Ain","01005","Ambérieux-en-Dombes",1.0,"UNIS PAR NOTRE VILLAGE, ENGAGES POUR TOUS","UNIS PAR NOTRE VILLAGE, ENGAGES POUR TOUS","","","OUI",1.0,"F","FORNES","Christine","Française","","OUI"
"01","Ain","01006","Ambléon",1.0,"TOUS ENSEMBLE POUR AMBLÉON","TOUS ENSEMBLE POUR AMBLÉON","","","OUI",1.0,"M","RAFFRON","Gael","Française","",""
"01","Ain","01006","Ambléon",2.0,"MIEUX VIVRE À AMBLEON","MIEUX VIVRE À AMBLEON","","","OUI",1.0,"M","ARCAN","Henri","Française","",""
"01","Ain","01007","Ambronay",1.0,"ENSEMBLE CONTINUONSPOUR AMBRONAY","ENSEMBLE CONTINUONSPOUR AMBRONAY","","","OUI",1.0,"M","MANCUSO","Vincent","Française","","OUI"
"01","Ain","01007","Ambronay",2.0,"NOTRE VILLAGE, NOTRE AMBITION","NOTRE VILLAGE, NOTRE AMBITION","","","OUI",1.0,"M","BELLATON","Marc","Française","","OUI"
"01","Ain","01008","Ambutrix",1.0,"AMBUTRIX L'ESPRIT VILLAGE","AMBUTRIX L'ESPRIT VILLAGE","","","OUI",1.0,"M","DELOFFRE","Dominique","Française","",""
"01","Ain","01008","Ambutrix",2.0,"BIEN VIVRE ENSEMBLE À AMBUTRIX","BIEN VIVRE ENSEMBLE À AMBUTRIX","","","OUI",1.0,"M","PACCALET","Patrick","Française","",""
"01","Ain","01009","Andert-et-Condon",1.0,"ENSEMBLE POUR NOTRE COMMUNE","ENSEMBLE POUR NOTRE COMMUNE","","","OUI",1.0,"F","MARTINAT","Francine","Française","",""
"01","Ain","01009","Andert-et-Condon",2.0,"CINQ HAMEAUX, UNE COMMUNE : ANDERT ET CONDON","CINQ HAMEAUX, UNE COMMUNE : ANDERT ET CONDON","","","OUI",1.0,"M","GUILLERMIN","Patrick","Française","",""
"01","Ain","01010","Anglefort",1.0,"ENSEMBLE ECRIVONS L'AVENIR D'ANGLEFORT","ENSEMBLE ECRIVONS L'AVENIR D'ANGLEFORT","","","OUI",1.0,"M","PLE","Henri","Française","","OUI"
"01","Ain","01010","Anglefort",2.0,"ANGLEFORT DEMAIN","ANGLEFORT DEMAIN","","","OUI",1.0,"M","THIERRY","Jean-François","Française","","OUI"
"01","Ain","01011","Apremont",1.0,"UNIS POUR NOTRE VILLAGE","UNIS POUR NOTRE VILLAGE","","","OUI",1.0,"F","LEVRAT","Marielle","Française","",""
"01","Ain","01012","Aranc",1.0,"AVENIR ET SERENITE","AVENIR ET SERENITE","","","OUI",1.0,"F","VARIGNIER","Nathalie","Française","",""
"01","Ain","01012","Aranc",2.0,"ENSEMBLE POUR L AVENIR DE LA COMMUNE D ARANC","ENSEMBLE POUR L AVENIR DE LA COMMUNE D ARANC","","","OUI",1.0,"F","PALLET","Monique","Française","",""
"01","Ain","01013","Arandas",1.0,"RESTONS VILLAGE POUR AVANCER","RESTONS VILLAGE POUR AVANCER","","","OUI",1.0,"M","MANOS","Lionel","Française","",""
"01","Ain","01014","Arbent",1.0,"POUR ARBENT, POURSUIVONS ENSEMBLE","POUR ARBENT, POURSUIVONS ENSEMBLE","LDVD","Liste divers droite","OUI",1.0,"M","CRACCHIOLO","Philippe","Française","","OUI"
"01","Ain","01015","Arboys en Bugey",1.0,"ARBOYS EN COMMUN","ARBOYS EN COMMUN","","","OUI",1.0,"M","BORDONNAT","Joël","Française","",""
"01","Ain","01015","Arboys en Bugey",2.0,"ARBOYS : NOTRE PROJET, VOTRE CHOIX","ARBOYS : NOTRE PROJET, VOTRE CHOIX","","","OUI",1.0,"M","RIERA","Michel Charles","Française","",""
"01","Ain","01016","Arbigny",1.0,"ARBIGNY, Notre Village","ARBIGNY, Notre Village","","","OUI",1.0,"F","GASSE","Nadine","Française","",""
"01","Ain","01016","Arbigny",2.0,"NOUVEL ELAN","NOUVEL ELAN","","","OUI",1.0,"M","GRAS","Daniel","Française","",""
"01","Ain","01017","Argis",1.0,"ARGIS,FIDÈLE À SES RACINES, TOURNÉ VERS L'AVENIR","ARGIS,FIDÈLE À SES RACINES, TOURNÉ VERS L'AVENIR","","","OUI",1.0,"M","BOU","Laurent","Française","",""
"01","Ain","01019","Armix",1.0,"TOUS ENSEMBLE POUR ARMIX","TOUS ENSEMBLE POUR ARMIX","","","OUI",1.0,"F","VUILLOUD","Véronique","Française","",""
"01","Ain","01021","Ars-sur-Formans",1.0,"VIVRE ARS","VIVRE ARS","","","OUI",1.0,"M","DELAMARE","Thierry","Française","","OUI"
"01","Ain","01022","Artemare",1.0,"ARTEMARE C'EST VOUS","ARTEMARE C'EST VOUS","","","OUI",1.0,"M","DESCHAMPS","Roland","Française","","OUI"
"01","Ain","01023","Asnières-sur-Saône",1.0,"ASNIERES DEMAIN","ASNIERES DEMAIN","","","OUI",1.0,"M","RIGAUD","Philippe","Française","",""
"01","Ain","01023","Asnières-sur-Saône",2.0,"ENSEMBLE POUR LA COMMUNE","ENSEMBLE POUR LA COMMUNE","","","OUI",1.0,"M","FONTIS","Michel","Française","",""
"01","Ain","01024","Attignat",1.0,"ATTIGNAT 2026 l'Avenir avec Vous","ATTIGNAT 2026 l'Avenir avec Vous","","","OUI",1.0,"M","MARTIN","Walter","Française","","OUI"
"01","Ain","01025","Bâgé-Dommartin",1.0,"RENOUVEAU POUR BAGE DOMMARTIN","RENOUVEAU POUR BAGE DOMMARTIN","LRN","Liste du Rassemblement National","OUI",1.0,"M","JOUANNE","Kevin","Française","","OUI"
"01","Ain","01025","Bâgé-Dommartin",2.0,"ENGAGÉS POUR DEMAIN","ENGAGÉS POUR DEMAIN","LDIV","Liste Divers","OUI",1.0,"M","BERNIGAUD","Christian","Française","","OUI"
"01","Ain","01026","Bâgé-le-Châtel",1.0,"construire ensemble l'avenir authentique et attractif de bâgé-le-Châtel","construire ensemble l'avenir authentique et attractif de bâgé-le-Châtel","","","OUI",1.0,"M","FRICOU","Eric Olivier","Française","",""
"01","Ain","01027","Balan",1.0,"Balan 2032 - Ensemble pour construire l'avenir","Balan 2032 - Ensemble pour construire l'avenir","","","OUI",1.0,"M","MEANT","Patrick","Française","","OUI"
"01","Ain","01028","Baneins",1.0,"Baneins, terroir en héritage, avenir en projet","Baneins, terroir en héritage, avenir en projet","","","OUI",1.0,"M","GRANGE","Jean-Pierre","Française","",""
"01","Ain","01029","Beaupont",1.0,"Ensemble pour BEAUPONT","Ensemble pour BEAUPONT","","","OUI",1.0,"M","JANODET","Gérard","Française","",""
"01","Ain","01030","Beauregard",1.0,"BEAUREGARD, plus proches pour aller plus loin","BEAUREGARD, plus proches pour aller plus loin","","","OUI",1.0,"M","BOUCHARD","Mickaël","Française","",""
"01","Ain","01031","Bellignat",1.0,"tous pour Bellignat","tous pour Bellignat","LDVG","Liste divers gauche","OUI",1.0,"M","HASSOUN","Kamel","Française","","OUI"
"01","Ain","01031","Bellignat",2.0,"Ensembles, Continuons pour Bellignat","Ensembles, Continuons pour Bellignat","LDVG","Liste divers gauche","OUI",1.0,"F","RAVET","Véronique","Française","","OUI"
"01","Ain","01032","Béligneux",1.0,"CONSTRUISONS DEMAIN ENSEMBLE","CONSTRUISONS DEMAIN ENSEMBLE","LDIV","Liste Divers","OUI",1.0,"M","FERRAND","Philippe","Française","","OUI"
"01","Ain","01033","Valserhône",1.0,"Vivons ensemble Valserhône","Vivons ensemble Valserhône","LDVG","Liste divers gauche","OUI",1.0,"M","LARMANJAT","Guy","Française","","OUI"
"01","Ain","01033","Valserhône",2.0,"Pour Vous, Avec Vous, Simplement Valserhône","Pour Vous, Avec Vous, Simplement Valserhône","LDVD","Liste divers droite","OUI",1.0,"F","DE OLIVEIRA","Isabelle","Française","","OUI"
"01","Ain","01034","Belley",1.0,"MIEUX VIVRE ENSEMBLE À BELLEY ET EN BUGEY SUD","MIEUX VIVRE ENSEMBLE À BELLEY ET EN BUGEY SUD","LDVG","Liste divers gauche","OUI",1.0,"M","MEYRAND","Bernard","Française","","OUI"
"01","Ain","01034","Belley",2.0,"ABBS","AGIR POUR BELLEY ET BUGEY-SUD","LDVD","Liste divers droite","OUI",1.0,"M","LAHUERTA","Dimitri","Française","","OUI"
"01","Ain","01035","Belleydoux",1.0,"Belleydoux 2026","Belleydoux 2026","","","OUI",1.0,"M","COURTOIS","Pascal","Française","",""
"01","Ain","01036","Valromey-sur-Séran",1.0,"BIEN VIVRE À VALROMEY SUR SÉRAN","BIEN VIVRE À VALROMEY SUR SÉRAN","","","OUI",1.0,"F","GODET","Pauline","Française","","OUI"
"01","Ain","01037","Bénonces",1.0,"BÉNONCES: UNE GESTION RESPONSABLE, UN VILLAGE VIVANT, UN AVENIR DURABLE","BÉNONCES: UNE GESTION RESPONSABLE, UN VILLAGE VIVANT, UN AVENIR DURABLE","","","OUI",1.0,"M","PELLEGRIN-ROMEGGIO","Frédéric","Française","",""
"01","Ain","01038","Bény",1.0,"REUNIR POUR BENY","REUNIR POUR BENY","","","OUI",1.0,"F","BERROD","Mélynda","Française","",""
"01","Ain","01040","Béréziat",1.0,"BEREZIAT, UNE EQUIPE","BEREZIAT, UNE EQUIPE","","","OUI",1.0,"M","BERARDAN","Franck","Française","",""
"01","Ain","01041","Bettant",1.0,"ENSEMBLE FAISONS VIVRE BETTANT","ENSEMBLE FAISONS VIVRE BETTANT","","","OUI",1.0,"M","MAITRE","Eric","Française","",""
"01","Ain","01042","Bey",1.0,"Bien Vivre Ensemble","Bien Vivre Ensemble","","","OUI",1.0,"M","METRAL","Olivier","Française","",""
"01","Ain","01043","Beynost",1.0,"Beynost Agir pour Demain","Beynost Agir pour Demain","LDVC","Liste divers centre","OUI",1.0,"F","LE GUYADER","Anne","Française","","OUI"
"01","Ain","01043","Beynost",2.0,"Pour Beynost continuons d'agir","Pour Beynost continuons d'agir","LDVD","Liste divers droite","OUI",1.0,"F","TERRIER","Caroline","Française","","OUI"
"01","Ain","01044","Billiat",1.0,"BILLIAT 2026","BILLIAT 2026","","","OUI",1.0,"M","BEAUQUIS","Jean Marc","Française","",""
"01","Ain","01045","Birieux",1.0,"ensemble, vivons Birieux","ensemble, vivons Birieux","","","OUI",1.0,"M","VIALLATTE","Nicolas","Française","",""
"01","Ain","01045","Birieux",2.0,"Fidèles à nos valeurs, ouverts à l'avenir","Fidèles à nos valeurs, ouverts à l'avenir","","","OUI",1.0,"M","BAILLET","Cyril","Française","",""
"01","Ain","01046","Biziat",1.0,"BIZIAT ENTRE TRADITION ET VITALITE","BIZIAT ENTRE TRADITION ET VITALITE","","","OUI",1.0,"M","AGATY","Guillaume","Française","",""
"01","Ain","01047","Blyes",1.0,"BLYES, UN AVENIR À MAÎTRISER","BLYES, UN AVENIR À MAÎTRISER","","","OUI",1.0,"M","MARTIN","Daniel","Française","","OUI"
"01","Ain","01049","La Boisse",1.0,"ENSEMBLE, PENSONS DEMAIN !","ENSEMBLE, PENSONS DEMAIN !","","","OUI",1.0,"M","SOILEUX","Laurent","Française","","OUI"
"01","Ain","01049","La Boisse",2.0,"AGIR POUR LES BUISSARDS","AGIR POUR LES BUISSARDS","","","OUI",1.0,"F","SABATIER REIS","Severine","Française","","OUI"
"01","Ain","01050","Boissey",1.0,"UNE LISTE COMMUNE POUR MA COMMUNE","UNE LISTE COMMUNE POUR MA COMMUNE","","","OUI",1.0,"F","GACHÉ","Mélanie","Française","",""
"01","Ain","01051","Bolozon",1.0,"A l'Unisson pour Bolozon","A l'Unisson pour Bolozon","","","OUI",1.0,"M","GIROD","Etienne","Française","",""
"01","Ain","01052","Bouligneux",1.0,"une équipe proche de vous, aujourd'hui et demain","une équipe proche de vous, aujourd'hui et demain","","","OUI",1.0,"M","COMTET","Laurent","Française","",""
"01","Ain","01053","Bourg-en-Bresse",1.0,"VIVRE BOURG DEMAIN","VIVRE BOURG DEMAIN","LUC","Liste d'union au centre","OUI",1.0,"M","COQUELET","Christophe","Française","","OUI"
"01","Ain","01053","Bourg-en-Bresse",2.0,"Lutte ouvrière - le camp des travailleurs","Lutte ouvrière - le camp des travailleurs","LEXG","Liste d'extrême-gauche","OUI",1.0,"M","COUSSON","Sylvain","Française","","OUI"
"01","Ain","01053","Bourg-en-Bresse",3.0,"AGIR ENSEMBLE !","AGIR ENSEMBLE !","LRN","Liste du Rassemblement National","OUI",1.0,"M","BUISSON","Jérôme","Française","DEP","OUI"
"01","Ain","01053","Bourg-en-Bresse",4.0,"BOURG AMBITION - DROITE UNIE","BOURG AMBITION - DROITE UNIE","LDVD","Liste divers droite","OUI",1.0,"M","DE BOYSSON","Benoît","Française","","OUI"
"01","Ain","01053","Bourg-en-Bresse",5.0,"Bourg nous rassemble","Bourg nous rassemble","LUG","Liste d'union à gauche","OUI",1.0,"M","DEBAT","Jean-François","Française","","OUI"
"01","Ain","01054","Bourg-Saint-Christophe",1.0,"BSC, DEMAIN","BSC, DEMAIN","","","OUI",1.0,"M","PERRET","Bernard","Française","","OUI"
"01","Ain","01056","Boyeux-Saint-Jérôme",1.0,"Boyeux et ses villages 2026","Boyeux et ses villages 2026","","","OUI",1.0,"M","TURPIN","Juvénal","Française","",""
"01","Ain","01058","Brégnier-Cordon",1.0,"NOTRE COMMUNE AU SERVICE DE TOUS","NOTRE COMMUNE AU SERVICE DE TOUS","","","OUI",1.0,"M","VERGAIN","Thierry","Française","",""
"01","Ain","01058","Brégnier-Cordon",2.0,"UNE EQUIPE ENGAGEE ET DES PROJETS PARTAGES POUR BREGNIER-CORDON","UNE EQUIPE ENGAGEE ET DES PROJETS PARTAGES POUR BREGNIER-CORDON","","","OUI",1.0,"M","FATOU","David","Française","",""
"01","Ain","01060","Brénod",1.0,"BRENOD VIVRE ENSEMBLE","BRENOD VIVRE ENSEMBLE","","","OUI",1.0,"F","ROCHAIX-LETONDEUR","Ghislaine","Française","",""
"01","Ain","01061","Brens",1.0,"BRENS POUR TOUS","BRENS POUR TOUS","","","OUI",1.0,"F","LACHIZE PICCINO","Sandrine","Française","","OUI"
"01","Ain","01062","Bressolles",1.0,"BRESSOLLES, SES VALEURS, NOTRE AVENIR COMMUN","BRESSOLLES, SES VALEURS, NOTRE AVENIR COMMUN","","","OUI",1.0,"M","GOUVERNEUR","Christian","Française","","OUI"
"01","Ain","01063","Brion",1.0,"BRION AU COEUR DE NOTRE VIE","BRION AU COEUR DE NOTRE VIE","","","OUI",1.0,"M","GUINET","Sébastien","Française","",""
"01","Ain","01064","Briord",1.0,"ENSEMBLE POUR BRIORD","ENSEMBLE POUR BRIORD","","","OUI",1.0,"M","MERLE","Serge","Française","","OUI"
"01","Ain","01064","Briord",2.0,"UN NOUVEL ÉLAN POUR BRIORD","UN NOUVEL ÉLAN POUR BRIORD","","","OUI",1.0,"M","SAINT-POL-HUGOO","Stéphane","Française","","OUI"
"01","Ain","01065","Buellas",1.0,"VIVRE ENSEMBLE A BUELLAS","VIVRE ENSEMBLE A BUELLAS","","","OUI",1.0,"F","AZNAR","Nathalie","Française","","OUI"
"01","Ain","01066","La Burbanche",1.0,"LA BURBANCHE AU COEUR","LA BURBANCHE AU COEUR","","","OUI",1.0,"M","MARIE","Patrick","Française","",""
"01","Ain","01066","La Burbanche",2.0,"ON LA JOUE COLLECTIF OU PAS ?","ON LA JOUE COLLECTIF OU PAS ?","","","OUI",1.0,"F","CARLETTI-BARBIÉ","Nina","Française","",""
"01","Ain","01067","Ceignes",1.0,"Pour Ceignes","Pour Ceignes","","","OUI",1.0,"M","AUBOEUF","Alain","Française","",""
"01","Ain","01068","Cerdon",1.0,"L'Âme du village, le sérieux d'une équipe","L'Âme du village, le sérieux d'une équipe","","","OUI",1.0,"M","CASAMASSA","Eric","Française","",""
"01","Ain","01068","Cerdon",2.0,"Ensemble, construisons notre Avenir","Ensemble, construisons notre Avenir","","","OUI",1.0,"F","BERTOZZO","Liliane","Française","",""
"01","Ain","01069","Certines",1.0,"CERTINES, CONTINUONS ENSEMBLE!","CERTINES, CONTINUONS ENSEMBLE!","","","OUI",1.0,"M","TAVEL","Denis","Française","","OUI"
"01","Ain","01071","Cessy",1.0,"Ensemble Cessy Bon Vivre","Ensemble Cessy Bon Vivre","LDVC","Liste divers centre","OUI",1.0,"M","COMMUNAL","Jean-Paul","Française","","OUI"
"01","Ain","01071","Cessy",2.0,"CESSY, UNIS POUR DEMAIN","CESSY, UNIS POUR DEMAIN","LDVD","Liste divers droite","OUI",1.0,"M","BOUVIER","Christophe","Française","","OUI"
"01","Ain","01072","Ceyzériat",1.0,"Tous unis pour Ceyzériat","Tous unis pour Ceyzériat","","","OUI",1.0,"M","FLOCHON","Jean-Yves","Française","","OUI"
"01","Ain","01073","Ceyzérieu",1.0,"AGIR ENSEMBLE POUR CEYZERIEU","AGIR ENSEMBLE POUR CEYZERIEU","","","OUI",1.0,"F","KELLER","Myriam","Française","","OUI"
"01","Ain","01074","Chalamont",1.0,"NOUVELLES ENERGIES","NOUVELLES ENERGIES","","","OUI",1.0,"M","KANIEWSKI","Jonathan","Française","","OUI"
"01","Ain","01074","Chalamont",2.0,"Chalamont ""La Force de l'Expérience, l'Énergie du Collectif""","Chalamont ""La Force de l'Expérience, l'Énergie du Collectif""","","","OUI",1.0,"M","CHARVIEUX","Bruno","Française","","OUI"
"01","Ain","01075","Chaleins",1.0,"VOUS AVEZ LA PAROLE, NOUS AVONS L'ECOUTE","VOUS AVEZ LA PAROLE, NOUS AVONS L'ECOUTE","","","OUI",1.0,"M","MOLINES","Lucien","Française","","OUI"
"01","Ain","01076","Chaley",1.0,"CHALEY DYNAMIQUE ET SOLIDAIRE","CHALEY DYNAMIQUE ET SOLIDAIRE","","","OUI",1.0,"F","MARTINEZ","Mireille","Française","",""
"01","Ain","01076","Chaley",2.0,"UNIS POUR CHALEY","UNIS POUR CHALEY","","","OUI",1.0,"M","DESCOMBES","Bernard","Française","",""
"01","Ain","01077","Challes-la-Montagne",1.0,"BIEN VIVRE AU VILLAGE","BIEN VIVRE AU VILLAGE","","","OUI",1.0,"M","PERRET","Yves","Française","",""
"01","Ain","01078","Challex",1.0,"Challex, un nouvel élan","Challex, un nouvel élan","","","OUI",1.0,"M","JOLIE","Christian","Française","","OUI"
"01","Ain","01078","Challex",2.0,"Ensemble aujourd'hui pour Challex de demain !","Ensemble aujourd'hui pour Challex de demain !","","","OUI",1.0,"F","HOFER FAVRE","Aline","Française","","OUI"
"01","Ain","01079","Champagne-en-Valromey",1.0,"EN CHEMIN POUR LA COMMUNE DE CHAMPAGNE-EN-VALROMEY","EN CHEMIN POUR LA COMMUNE DE CHAMPAGNE-EN-VALROMEY","","","OUI",1.0,"M","MICHAILLE","Christophe","Française","",""
"01","Ain","01080","Champdor-Corcelles",1.0,"CHAMPDOR-CORCELLES D'ABORD","CHAMPDOR-CORCELLES D'ABORD","","","OUI",1.0,"F","VERNET","Stéphanie","Française","",""
"01","Ain","01080","Champdor-Corcelles",2.0,"CHAMPDOR-CORCELLES NOS VILLAGES NOTRE AVENIR","CHAMPDOR-CORCELLES NOS VILLAGES NOTRE AVENIR","","","OUI",1.0,"M","MARTINAND","Stéphane","Française","",""
"01","Ain","01081","Champfromier",1.0,"Vivre à Champfromier 2026 !","Vivre à Champfromier 2026 !","","","OUI",1.0,"M","VIALON","Jacques","Française","",""
"01","Ain","01082","Chanay",1.0,"CHANAY pour demain","CHANAY pour demain","","","OUI",1.0,"M","CRAVOTTO","Christophe","Française","",""
"01","Ain","01082","Chanay",2.0,"Nouveau souffle de Chanay","Nouveau souffle de Chanay","","","OUI",1.0,"M","PRIGENT","Christophe","Française","",""
"01","Ain","01083","Chaneins",1.0,"CHANEINS, ESPRIT VILLAGE","CHANEINS, ESPRIT VILLAGE","","","OUI",1.0,"M","CORMORECHE","Jean-Michel","Française","","OUI"
"01","Ain","01083","Chaneins",2.0,"CONTINUONS ENSEMBLE POUR CHANEINS","CONTINUONS ENSEMBLE POUR CHANEINS","","","OUI",1.0,"M","DURAND","Denis","Française","","OUI"
"01","Ain","01084","Chanoz-Châtenay",1.0,"FIDELE A NOS TERRES ENSEMBLE POUR DEMAIN","FIDELE A NOS TERRES ENSEMBLE POUR DEMAIN","","","OUI",1.0,"M","MORANDAT","Olivier","Française","",""
"01","Ain","01085","La Chapelle-du-Châtelard",1.0,"RIMO","RIMO","","","OUI",1.0,"M","RIMAUD","Cyrille","Française","",""
"01","Ain","01087","Charix",1.0,"CHARIX ENSEMBLE","CHARIX ENSEMBLE","","","OUI",1.0,"M","HENRIOT","Francis","Française","",""
"01","Ain","01088","Charnoz-sur-Ain",1.0,"LISTE D'UNION COMMUNALE","LISTE D'UNION COMMUNALE","","","OUI",1.0,"M","GUYADER","Jean-Louis","Française","",""
"01","Ain","01089","Château-Gaillard",1.0,"GARDONS LE CAP CG2026","GARDONS LE CAP CG2026","","","OUI",1.0,"M","BRUNET","Joël","Française","","OUI"
"01","Ain","01089","Château-Gaillard",2.0,"UN NOUVEAU SOUFFLE POUR CHÂTEAU-GAILLARD","UN NOUVEAU SOUFFLE POUR CHÂTEAU-GAILLARD","","","OUI",1.0,"M","TARPIN-LYONNET","Clément","Française","","OUI"
"01","Ain","01090","Châtenay",1.0,"POUR UN CHATENAY VIVANT ET SOLIDAIRE","POUR UN CHATENAY VIVANT ET SOLIDAIRE","","","OUI",1.0,"M","BARRAU","Alexandre","Française","",""
"01","Ain","01092","Châtillon-la-Palud",1.0,"CHATILLON-LA-PALUD, ENSEMBLE POUR DEMAIN","CHATILLON-LA-PALUD, ENSEMBLE POUR DEMAIN","","","OUI",1.0,"M","LAMY","Dominique","Française","","OUI"
"01","Ain","01092","Châtillon-la-Palud",2.0,"Agir Pour Chatillon la Palud","Agir Pour Chatillon la Palud","","","OUI",1.0,"M","COURTIAL","Clément","Française","","OUI"
"01","Ain","01093","Châtillon-sur-Chalaronne",1.0,"Bien vivre ensemble à Châtillon","Bien vivre ensemble à Châtillon","LDVD","Liste divers droite","OUI",1.0,"M","MATHIAS","Patrick","Française","","OUI"
"01","Ain","01093","Châtillon-sur-Chalaronne",2.0,"PERSPECTIVES CHATILLON-SUR-CHALARONNE","PERSPECTIVES CHATILLON-SUR-CHALARONNE","LDIV","Liste Divers","OUI",1.0,"M","BEJA","Julien","Française","","OUI"
"01","Ain","01094","Chavannes-sur-Reyssouze",1.0,"AVEC VOUS, CONTINUONS...","AVEC VOUS, CONTINUONS...","","","OUI",1.0,"F","DOUARD","Dominique","Française","",""
"01","Ain","01095","Nivigne et Suran",1.0,"REGARDS CROISES POUR NOTRE AVENIR","REGARDS CROISES POUR NOTRE AVENIR","","","OUI",1.0,"F","FAVIER","Céline","Française","",""
"01","Ain","01096","Chaveyriat",1.0,"UNE EQUIPE ENGAGEE POUR NOTRE VILLAGE","UNE EQUIPE ENGAGEE POUR NOTRE VILLAGE","","","OUI",1.0,"M","RAPY","Gilles","Française","","OUI"
"01","Ain","01098","Chazey-Bons",1.0,"ENSEMBLE POUR CHAZEY-BONS","ENSEMBLE POUR CHAZEY-BONS","","","OUI",1.0,"M","LALLEMENT","Philip","Française","","OUI"
"01","Ain","01098","Chazey-Bons",2.0,"EN AVANT CHAZEY-BONS","EN AVANT CHAZEY-BONS","","","OUI",1.0,"M","DELBE","Dominique","Française","","OUI"
"01","Ain","01099","Chazey-sur-Ain",1.0,"AGIR POUR CHAZEY SUR AIN","AGIR POUR CHAZEY SUR AIN","","","OUI",1.0,"M","BERNARD","Sebastien","Française","","OUI"
"01","Ain","01099","Chazey-sur-Ain",2.0,"ENSEMBLE, FAISONS VIVRE CHAZEY.","ENSEMBLE, FAISONS VIVRE CHAZEY.","","","OUI",1.0,"F","ANDRÉ","Claire","Française","","OUI"
